description,label,bridge
Sanatoria providing hospital type care (private sector),86101,TTWTS
Special hospital (private sector),86101,TTWTT
District community physician,86210,TTWTW
Doctor (unspecified),86210,TTWTX
Doctors receptionist,86210,TTWTY
Rehabilitation hospital (private sector),86101,TTWTZ
Eye specialist (private practice),86220,TTWUQ
Family doctor service,86210,TTWUR
Family planning centre providing medical treatment without accommodation,86220,TTWUS
General medical consultant (private practice),86210,TTWUT
General medical practice activities,86210,TTWUU
General medical practitioner,86210,TTWUV
Genito-urinary specialist (private practice),86220,TTWUW
Gynaecologist (private practice),86220,TTWUX
Homeopath (registered medical practitioner),86220,TTWUY
"Ear, nose and throat specialist (private practice)",86220,TTWUZ
Medical group practice,86210,TTWVQ
Mental health specialist (private practice),86220,TTWVR
Morbid anatomy specialist (private practice),86220,TTWVS
Osteopath (registered medical practitioner),86220,TTWVT
Physiologist,86220,TTWVU
Private consultants clinics,86220,TTWVV
Psychiatrist (private practice),86220,TTWVW
School medical officer,86210,TTWVX
Social medicine specialist (private practice),86220,TTWVY
Infectious disease specialist (private practice),86220,TTWVZ
Specialist medical consultant (private practice),86220,TTWWQ
Specialist medical consultation and treatment,86220,TTWWR
Specialist physician and surgeon (private practice),86220,TTWWS
Specialists medical practice activities,86220,TTWWT
Surgeon (private practice),86220,TTWWU
Surgery (doctor's),86210,TTWWV
Urologist (private practice),86220,TTWWW
Community dental service clinics,86230,TTWWX
Dental activities in operating rooms,86230,TTWWY
Dental clinic (health service),86230,TTWXQ
Dental practice activities,86230,TTWXR
Dental receptionist,86230,TTWXS
Dental surgeon (not employed full time by a hospital),86230,TTWXT
Dentist,86230,TTWXU
Endodontic dentistry,86230,TTWXV
Oral pathology,86230,TTWXW
Orthodontic activities,86230,TTWXX
Paediatric dentistry,86230,TTWXY
Dental clinic,86230,TTWXZ
Artificial kidney unit,86900,TTWYQ
Artificial limb and appliance centre,86900,TTWYR
Blood banks,86900,TTWYS
Blood transfusion service,86900,TTWYT
Chiropodist (nhs),86900,TTWYU
Chiropodist (private),86900,TTWYV
Chiropractor clinic (own account),86900,TTWYW
Clinic (health service),86900,TTWYX
Collection of female human urine for hormone extraction,86900,TTWYY
Ambulance service,86900,TTWYZ
Morbid anatomy specialist (public sector),86101,TTWZQ
Ophthalmic hospital (public sector),86101,TTWZR
Orthopaedic hospital (public sector),86101,TTWZS
Pre-convalescent hospital (public sector),86101,TTWZT
Preventoria providing hospital type care (public sector),86101,TTWZU
Prison hospitals,86101,TTWZV
Radiologist (public sector),86101,TTWZW
Radiotherapist (public sector),86101,TTWZX
Rehabilitation hospital (public sector),86101,TTWZY
Military hospital (public sector),86101,TTWZZ
Health centre,86900,TTXQQ
Health visitor,86900,TTXQR
Home nurse (nhs),86900,TTXQS
Homeopath (not registered medical practitioner),86900,TTXQT
Homes for the elderly with nursing care,87100,TTXQU
Limb fitting centre,86900,TTXQV
Mass radiography service,86900,TTXQW
Maternity clinic,86900,TTXQY
Foot clinic (private),86900,TTXQZ
Midwife (nhs),86900,TTXRQ
Midwife (private),86900,TTXRR
Neuropath,86900,TTXRS
Nurse (private),86900,TTXRT
Nursing care facilities,87100,TTXRU
Nursing co-operative,86900,TTXRV
Nursing homes,87100,TTXRW
Occupational therapist (private),86900,TTXRX
Ophthalmic clinic,86900,TTXRY
Medical laboratories,86900,TTXRZ
Other human health activities,86900,TTXSQ
Para-medical practitioner activities,86900,TTXSR
Pathological laboratory,86900,TTXSS
Physiotherapist (private),86900,TTXST
Physiotherapy clinic,86900,TTXSU
Psychiatric clinic,86900,TTXSV
Psychiatric day hospital,86900,TTXSW
Psychologist,86900,TTXSX
Public health laboratory,86900,TTXSY
Osteopath (not registered medical practitioner),86900,TTXSZ
Residential care (paramedical) in group homes for the emotionally disturbed (charitable),87200,TTXTQ
Residential care (paramedical) in mental health halfway houses,87200,TTXTR
Residential care (paramedical) in learning disabilities facilities,87200,TTXTS
Residential care (paramedical) in psychiatric convalescent homes,87200,TTXTT
Residential care activities (paramedical) for mental health,87200,TTXTU
Residential care activities (paramedical) for learning disabilities,87200,TTXTV
Residential care activities (paramedical) for substance abuse,87200,TTXTW
Residential nursing care facilities,87100,TTXTX
Rest homes with nursing care,87100,TTXTY
Radiographer (private),86900,TTXTZ
School health service,86900,TTXUQ
School medical clinic,86900,TTXUR
Scottish ambulance service,86900,TTXUS
Speech therapist (nhs),86900,TTXUT
Speech therapist (own account),86900,TTXUU
Sperm banks,86900,TTXUV
St andrew's ambulance brigade,86900,TTXUW
St john's ambulance brigade,86900,TTXUX
Transplant organ banks,86900,TTXUY
School dental nurse,86900,TTXUZ
Animal health care and control activities for farm animals,75000,TTXVQ
Animal health care and control activities for pet animals,75000,TTXVR
Animal hospital run by veterinary surgeon,75000,TTXVT
Animal hospital supervised or run by registered veterinarian,75000,TTXVU
Clinico-pathological and other diagnostic activities pertaining to animals,75000,TTXVV
People's dispensary for sick animals (not animal care units),75000,TTXVW
Registered veterinarian,75000,TTXVX
Veterinary activities,75000,TTXVY
Animal ambulance activities,75000,TTXVZ
Veterinary laboratory,75000,TTXWQ
Veterinary surgery,75000,TTXWR
Assisted-living facilities for the elderly or disabled (charitable),87300,TTXWS
Children's boarding homes and hostels (charitable),87900,TTXWT
Children's home (charitable),87900,TTXWU
Community homes for children (charitable),87900,TTXWV
Continuing care retirement communities (charitable),87300,TTXWW
Convalescent home without medical care (charitable),87900,TTXWX
Discharged prisoners' hostel (charitable),87900,TTXWY
Veterinary assistants or other auxiliary veterinary personnel,75000,TTXWZ
Halfway homes for delinquents and offenders (charitable),87900,TTXXQ
Home for the blind (charitable),87300,TTXXR
Home for the disabled (charitable),87300,TTXXS
Home for the elderly (charitable),87300,TTXXT
Homes for the elderly with minimal nursing care (charitable),87300,TTXXU
Hostel for the homeless (charitable),87900,TTXXV
Juvenile correction homes (charitable),87900,TTXXW
Old people's sheltered housing (charitable),87300,TTXXX
Old persons' warden assisted dwellings (charitable),87300,TTXXY
Halfway group homes for persons with social or personal problems (charitable),87900,TTXXZ
Residential care (social) in group homes for the emotionally disturbed (charitable),87200,TTXYQ
Residential care (social) in mental health halfway houses (charitable),87200,TTXYR
Residential care (social) in learning disabilities facilities (charitable),87200,TTXYS
Residential care (social) in psychiatric convalescent homes (charitable),87200,TTXYT
Residential care activities (social) for mental health (charitable),87200,TTXYU
Residential care activities (social) for learning difficulties (charitable),87200,TTXYV
Residential care activities (social) for substance abuse (charitable),87200,TTXYW
Residential care activities for the elderly and disabled (charitable),87300,TTXYX
Residential care home for epileptics (charitable),87300,TTXYY
Orphanages (charitable),87900,TTXYZ
Community medical service clinics,86900,TTXZQ
Community psychiatric nurse (nhs),86900,TTXZR
Convalescent homes,87100,TTXZS
Dental hygienist,86900,TTXZT
Dental therapist,86900,TTXZU
Disablement services centres,86900,TTXZV
District nurse,86900,TTXZW
Family planning association clinics (not providing medical treatment),86900,TTXZX
Foot clinic (nhs),86900,TTXZY
Community health service,86900,TTXZZ
Children's boarding homes and hostels (non-charitable),87900,TTYQQ
Children's home (non-charitable),87900,TTYQR
Community homes for children (non-charitable),87900,TTYQS
Continuing care retirement communities (non-charitable),87300,TTYQT
Convalescent homes without medical care (non-charitable),87900,TTYQU
Discharged prisoners' hostel (non-charitable),87900,TTYQV
Halfway group homes for persons with social or personal problems (non-charitable),87900,TTYQW
Halfway homes for delinquents and offenders (non-charitable),87900,TTYQX
Home for the blind (non-charitable),87300,TTYQY
Assisted-living facilities for the elderly or disabled (non-charitable),87300,TTYQZ
Home for the elderly (non-charitable),87300,TTYRQ
Homes for the elderly with minimal nursing care (non-charitable),87300,TTYRR
Hostel for the homeless (non-charitable),87900,TTYRS
Juvenile correction homes (non-charitable),87900,TTYRT
Local authority community homes (children),87900,TTYRU
Local authority homes for the disabled and the elderly,87300,TTYRV
Lodging house (local authority),87900,TTYRX
Old people's sheltered housing (non-charitable),87300,TTYRY
Home for the disabled (non-charitable),87300,TTYRZ
Old persons' warden assisted dwellings (non-charitable),87300,TTYSQ
Orphanages (non-charitable),87900,TTYSR
Other residential care activities n.e.c.,87900,TTYSS
Residential care (social) in group homes for the emotionally disturbed (non charitable),87200,TTYST
Residential care (social) in mental health halfway houses (non-charitable),87200,TTYSU
Residential care (social) in learning disabilities facilities (non-charitable),87200,TTYSV
Residential care (social) in psychiatric convalescent homes (non-charitable),87200,TTYSW
Residential care activities (social) for mental health (non-charitable),87200,TTYSX
Residential care activities (social) for learning difficulties (non-charitable),87200,TTYSY
Old persons' home (local authority),87300,TTYSZ
"Residential care activities for learning difficulties, mental health and substance abuse",87200,TTYTQ
Residential care activities for the elderly and disabled,87300,TTYTR
Residential care activities for the elderly and disabled (non-charitable),87300,TTYTS
Residential care home for epileptics (non-charitable),87300,TTYTT
Residential care home for handicapped children (non-charitable),87300,TTYTU
Residential care home for the mentally handicapped (non-charitable),87200,TTYTV
Residential care home for the mentally ill (non-charitable),87200,TTYTW
Residential nurseries (non-charitable),87900,TTYTX
Rest homes without nursing care (non-charitable),87300,TTYTY
Residential care activities (social) for substance abuse (non-charitable),87200,TTYTZ
Temporary accommodation for the homeless (non-charitable),87900,TTYUQ
Temporary homeless shelters (non-charitable),87900,TTYUR
Adoption activities (charitable),88990,TTYUS
Benevolent society (charitable services),88990,TTYUT
Charity administration,88990,TTYUU
Child day-care activities (charitable),88910,TTYUV
Child guidance centre (charitable),88990,TTYUW
